line, word
686, world!
686, Oh,
686, my
686, dear
686, Dinah!
686, I
686, wonder
686, if
686, I
686, shall
686, ever
686, see
686, you
687, any
687, more!'
687, And
687, here
687, poor
687, Alice
687, began
687, to
687, cry
687, again,
687, for
687, she
687, felt
687, very
688, lonely
688, and
688, low-spirited.
688, In
688, a
688, little
688, while,
688, however,
688, she
688, again
688, heard
689, a
689, little
689, pattering
689, of
689, footsteps
689, in
689, the
689, distance,
689, and
689, she
689, looked
689, up
690, eagerly,
690, half
690, hoping
690, that
690, the
690, Mouse
690, had
690, changed
690, his
690, mind,
690, and
690, was
690, coming
691, back
691, to
691, finish
691, his
691, story.
692, 
693, 
694, 
695, 
696, CHAPTER
696, IV.
696, The
696, Rabbit
696, Sends
696, in
696, a
696, Little
696, Bill
697, 
698, It
698, was
698, the
698, White
698, Rabbit,
698, trotting
698, slowly
698, back
698, again,
698, and
698, looking
699, anxiously
699, about
699, as
699, it
699, went,
699, as
699, if
699, it
699, had
699, lost
699, something;
699, and
699, she
699, heard
700, it
700, muttering
700, to
700, itself
700, 'The
700, Duchess!
700, The
700, Duchess!
700, Oh
700, my
700, dear
700, paws!
700, Oh
701, my
701, fur
701, and
701, whiskers!
701, She'll
701, get
701, me
701, executed,
701, as
701, sure
701, as
701, ferrets
701, are
702, ferrets!
702, Where
702, CAN
702, I
702, have
702, dropped
702, them,
702, I
702, wonder?'
702, Alice
702, guessed
702, in
702, a
703, moment
703, that
703, it
703, was
703, looking
703, for
703, the
703, fan
703, and
703, the
703, pair
703, of
703, white
703, kid
703, gloves,
704, and
704, she
704, very
704, good-naturedly
704, began
704, hunting
704, about
704, for
704, them,
704, but
704, they
704, were
705, nowhere
705, to
705, be
705, seen--everything
705, seemed
705, to
705, have
705, changed
705, since
705, her
705, swim
705, in
706, the
706, pool,
706, and
706, the
706, great
706, hall,
706, with
706, the
706, glass
706, table
706, and
706, the
706, little
706, door,
707, had
707, vanished
707, completely.
708, 
709, Very
709, soon
709, the
709, Rabbit
709, noticed
709, Alice,
709, as
709, she
709, went
709, hunting
709, about,
709, and
710, called
710, out
710, to
710, her
710, in
710, an
710, angry
710, tone,
710, 'Why,
710, Mary
710, Ann,
710, what
710, ARE
710, you
710, doing
711, out
711, here?
711, Run
711, home
711, this
711, moment,
711, and
711, fetch
711, me
711, a
711, pair
711, of
711, gloves
711, and
711, a
711, fan!
712, Quick,
712, now!'
712, And
712, Alice
712, was
712, so
712, much
712, frightened
712, that
712, she
712, ran
712, off
712, at
712, once
713, in
713, the
713, direction
713, it
713, pointed
713, to,
713, without
713, trying
713, to
713, explain
713, the
713, mistake
713, it
714, had
714, made.
715, 
716, 'He
716, took
716, me
716, for
716, his
716, housemaid,'
716, she
716, said
716, to
716, herself
716, as
716, she
716, ran.
716, 'How
717, surprised
717, he'll
717, be
717, when
717, he
717, finds
717, out
717, who
717, I
717, am!
717, But
717, I'd
717, better
717, take
717, him
718, his
718, fan
718, and
718, gloves--that
718, is,
718, if
718, I
718, can
718, find
718, them.'
718, As
718, she
718, said
718, this,
718, she
719, came
719, upon
719, a
719, neat
719, little
719, house,
719, on
719, the
719, door
719, of
719, which
719, was
719, a
719, bright
719, brass
720, plate
720, with
720, the
720, name
720, 'W.
720, RABBIT'
720, engraved
720, upon
720, it.
720, She
720, went
720, in
720, without
721, knocking,
721, and
721, hurried
721, upstairs,
721, in
721, great
721, fear
721, lest
721, she
721, should
721, meet
721, the
722, real
722, Mary
722, Ann,
722, and
722, be
722, turned
722, out
722, of
722, the
722, house
722, before
722, she
722, had
722, found
722, the
723, fan
723, and
723, gloves.
724, 
725, 'How
725, queer
725, it
725, seems,'
725, Alice
725, said
725, to
725, herself,
725, 'to
725, be
725, going
725, messages
725, for
726, a
726, rabbit!
726, I
726, suppose
726, Dinah'll
726, be
726, sending
726, me
726, on
726, messages
726, next!'
726, And
726, she
727, began
727, fancying
727, the
727, sort
727, of
727, thing
727, that
727, would
727, happen:
727, '"Miss
727, Alice!
727, Come
728, here
728, directly,
728, and
728, get
728, ready
728, for
728, your
728, walk!"
728, "Coming
728, in
728, a
728, minute,
729, nurse!
729, But
729, I've
729, got
729, to
729, see
729, that
729, the
729, mouse
729, doesn't
729, get
729, out."
729, Only
729, I
729, don't
730, think,'
730, Alice
730, went
730, on,
730, 'that
730, they'd
730, let
730, Dinah
730, stop
730, in
730, the
730, house
730, if
730, it
731, began
731, ordering
731, people
731, about
731, like
731, that!'
732, 
733, By
733, this
733, time
733, she
733, had
733, found
733, her
733, way
733, into
733, a
733, tidy
733, little
733, room
733, with
733, a
733, table
734, in
734, the
734, window,
734, and
734, on
734, it
734, (as
734, she
734, had
734, hoped)
734, a
734, fan
734, and
734, two
734, or
734, three
734, pairs
735, of
735, tiny
735, white
735, kid
735, gloves:
735, she
735, took
735, up
735, the
735, fan
735, and
735, a
735, pair
735, of
735, the
735, gloves,
736, and
736, was
736, just
736, going
736, to
736, leave
736, the
736, room,
736, when
736, her
736, eye
736, fell
736, upon
736, a
736, little
737, bottle
737, that
737, stood
737, near
737, the
737, looking-glass.
737, There
737, was
737, no
737, label
737, this
737, time
738, with
738, the
738, words
738, 'DRINK
738, ME,'
738, but
738, nevertheless
738, she
738, uncorked
738, it
738, and
738, put
738, it
739, to
739, her
739, lips.
739, 'I
739, know
739, SOMETHING
739, interesting
739, is
739, sure
739, to
739, happen,'
739, she
739, said
740, to
740, herself,
740, 'whenever
740, I
740, eat
740, or
740, drink
740, anything;
740, so
740, I'll
740, just
740, see
740, what
741, this
741, bottle
741, does.
741, I
741, do
741, hope
741, it'll
741, make
741, me
741, grow
741, large
741, again,
741, for
741, really
742, I'm
742, quite
742, tired
742, of
742, being
742, such
742, a
742, tiny
742, little
742, thing!'
743, 
744, It
744, did
744, so
744, indeed,
744, and
744, much
744, sooner
744, than
744, she
744, had
744, expected:
744, before
744, she
744, had
745, drunk
745, half
745, the
745, bottle,
745, she
745, found
745, her
745, head
745, pressing
745, against
745, the
745, ceiling,
746, and
746, had
746, to
746, stoop
746, to
746, save
746, her
746, neck
746, from
746, being
746, broken.
746, She
746, hastily
746, put
747, down
747, the
747, bottle,
747, saying
747, to
747, herself
747, 'That's
747, quite
747, enough--I
747, hope
747, I
747, shan't
748, grow
748, any
748, more--As
748, it
748, is,
748, I
748, can't
748, get
748, out
748, at
748, the
748, door--I
748, do
748, wish
748, I
748, hadn't
749, drunk
749, quite
749, so
749, much!'
750, 
751, Alas!
751, it
751, was
751, too
751, late
751, to
751, wish
751, that!
751, She
751, went
751, on
751, growing,
751, and
751, growing,
752, and
752, very
752, soon
752, had
752, to
752, kneel
752, down
752, on
752, the
752, floor:
752, in
752, another
752, minute
752, there
753, was
753, not
753, even
753, room
753, for
753, this,
753, and
753, she
753, tried
753, the
753, effect
753, of
753, lying
753, down
753, with
754, one
754, elbow
754, against
754, the
754, door,
754, and
754, the
754, other
754, arm
754, curled
754, round
754, her
754, head.
755, Still
755, she
755, went
755, on
755, growing,
755, and,
755, as
755, a
755, last
755, resource,
755, she
755, put
755, one
755, arm
755, out
756, of
756, the
756, window,
756, and
756, one
756, foot
756, up
756, the
756, chimney,
756, and
756, said
756, to
756, herself
756, 'Now
756, I
757, can
757, do
757, no
757, more,
757, whatever
757, happens.
757, What
757, WILL
757, become
757, of
757, me?'
758, 
759, Luckily
759, for
759, Alice,
759, the
759, little
759, magic
759, bottle
759, had
759, now
759, had
759, its
759, full
759, effect,
760, and
760, she
760, grew
760, no
760, larger:
760, still
760, it
760, was
760, very
760, uncomfortable,
760, and,
760, as
760, there
761, seemed
761, to
761, be
761, no
761, sort
761, of
761, chance
761, of
761, her
761, ever
761, getting
761, out
761, of
761, the
761, room
762, again,
762, no
762, wonder
762, she
762, felt
762, unhappy.
763, 
764, 'It
764, was
764, much
764, pleasanter
764, at
764, home,'
764, thought
764, poor
764, Alice,
764, 'when
764, one
764, wasn't
765, always
765, growing
765, larger
765, and
765, smaller,
765, and
765, being
765, ordered
765, about
765, by
765, mice
765, and
766, rabbits.
766, I
766, almost
766, wish
766, I
766, hadn't
766, gone
766, down
766, that
766, rabbit-hole--and
766, yet--and
767, yet--it's
767, rather
767, curious,
767, you
767, know,
767, this
767, sort
767, of
767, life!
767, I
767, do
767, wonder
767, what
768, CAN
768, have
768, happened
768, to
768, me!
768, When
768, I
768, used
768, to
768, read
768, fairy-tales,
768, I
768, fancied
768, that
769, kind
769, of
769, thing
769, never
769, happened,
769, and
769, now
769, here
769, I
769, am
769, in
769, the
769, middle
769, of
769, one!
770, There
770, ought
770, to
770, be
770, a
770, book
770, written
770, about
770, me,
770, that
770, there
770, ought!
770, And
770, when
770, I
771, grow
771, up,
771, I'll
771, write
771, one--but
771, I'm
771, grown
771, up
771, now,'
771, she
771, added
771, in
771, a
771, sorrowful
772, tone;
772, 'at
772, least
772, there's
772, no
772, room
772, to
772, grow
772, up
772, any
772, more
772, HERE.'
773, 
774, 'But
774, then,'
774, thought
774, Alice,
774, 'shall
774, I
774, NEVER
774, get
774, any
774, older
774, than
774, I
774, am
775, now?
775, That'll
775, be
775, a
775, comfort,
775, one
775, way--never
775, to
775, be
775, an
775, old
775, woman--but
776, then--always
776, to
776, have
776, lessons
776, to
776, learn!
776, Oh,
776, I
776, shouldn't
776, like
776, THAT!'
777, 
778, 'Oh,
778, you
778, foolish
778, Alice!'
778, she
778, answered
778, herself.
778, 'How
778, can
778, you
778, learn
779, lessons
779, in
779, here?
779, Why,
779, there's
779, hardly
779, room
779, for
779, YOU,
779, and
779, no
779, room
779, at
779, all
780, for
780, any
780, lesson-books!'
781, 
782, And
782, so
782, she
782, went
782, on,
782, taking
782, first
782, one
782, side
782, and
782, then
782, the
782, other,
782, and
782, making
783, quite
783, a
783, conversation
783, of
783, it
783, altogether;
783, but
783, after
783, a
783, few
783, minutes
783, she
783, heard
784, a
784, voice
784, outside,
784, and
784, stopped
784, to
784, listen.
785, 
786, 'Mary
786, Ann!
786, Mary
786, Ann!'
786, said
786, the
786, voice.
786, 'Fetch
786, me
786, my
786, gloves
786, this
786, moment!'
787, Then
787, came
787, a
787, little
787, pattering
787, of
787, feet
787, on
787, the
787, stairs.
787, Alice
787, knew
787, it
787, was
788, the
788, Rabbit
788, coming
788, to
788, look
788, for
788, her,
788, and
788, she
788, trembled
788, till
788, she
788, shook
788, the
789, house,
789, quite
789, forgetting
789, that
789, she
789, was
789, now
789, about
789, a
789, thousand
789, times
789, as
789, large
790, as
790, the
790, Rabbit,
790, and
790, had
790, no
790, reason
790, to
790, be
790, afraid
790, of
790, it.
791, 
792, Presently
792, the
792, Rabbit
792, came
792, up
792, to
792, the
792, door,
792, and
792, tried
792, to
792, open
792, it;
792, but,
792, as
793, the
793, door
793, opened
793, inwards,
793, and
793, Alice's
793, elbow
793, was
793, pressed
793, hard
793, against
793, it,
794, that
794, attempt
794, proved
794, a
794, failure.
794, Alice
794, heard
794, it
794, say
794, to
794, itself
794, 'Then
794, I'll
795, go
795, round
795, and
795, get
795, in
795, at
795, the
795, window.'
796, 
797, 'THAT
797, you
797, won't'
797, thought
797, Alice,
797, and,
797, after
797, waiting
797, till
797, she
797, fancied
798, she
798, heard
798, the
798, Rabbit
798, just
798, under
798, the
798, window,
798, she
798, suddenly
798, spread
798, out
798, her
799, hand,
799, and
799, made
799, a
799, snatch
799, in
799, the
799, air.
799, She
799, did
799, not
799, get
799, hold
799, of
799, anything,
800, but
800, she
800, heard
800, a
800, little
800, shriek
800, and
800, a
800, fall,
800, and
800, a
800, crash
800, of
800, broken
800, glass,
801, from
801, which
801, she
801, concluded
801, that
801, it
801, was
801, just
801, possible
801, it
801, had
801, fallen
801, into
801, a
802, cucumber-frame,
802, or
802, something
802, of
802, the
802, sort.
803, 
804, Next
804, came
804, an
804, angry
804, voice--the
804, Rabbit's--'Pat!
804, Pat!
804, Where
804, are
804, you?'
804, And
805, then
805, a
805, voice
805, she
805, had
805, never
805, heard
805, before,
805, 'Sure
805, then
805, I'm
805, here!
805, Digging
806, for
806, apples,
806, yer
806, honour!'
807, 
808, 'Digging
808, for
808, apples,
808, indeed!'
808, said
808, the
808, Rabbit
808, angrily.
808, 'Here!
808, Come
808, and
809, help
809, me
809, out
809, of
809, THIS!'
809, (Sounds
809, of
809, more
809, broken
809, glass.)
810, 
811, 'Now
811, tell
811, me,
811, Pat,
811, what's
811, that
811, in
811, the
811, window?'
812, 
813, 'Sure,
813, it's
813, an
813, arm,
813, yer
813, honour!'
813, (He
813, pronounced
813, it
813, 'arrum.')
814, 
815, 'An
815, arm,
815, you
815, goose!
815, Who
815, ever
815, saw
815, one
815, that
815, size?
815, Why,
815, it
815, fills
815, the
815, whole
816, window!'
817, 
818, 'Sure,
818, it
818, does,
818, yer
818, honour:
818, but
818, it's
818, an
818, arm
818, for
818, all
818, that.'
819, 
820, 'Well,
820, it's
820, got
820, no
820, business
820, there,
820, at
820, any
820, rate:
820, go
820, and
820, take
820, it
820, away!'
821, 
822, There
822, was
822, a
822, long
822, silence
822, after
822, this,
822, and
822, Alice
822, could
822, only
822, hear
822, whispers
823, now
823, and
823, then;
823, such
823, as,
823, 'Sure,
823, I
823, don't
823, like
823, it,
823, yer
823, honour,
823, at
823, all,
823, at
824, all!'
824, 'Do
824, as
824, I
824, tell
824, you,
824, you
824, coward!'
824, and
824, at
824, last
824, she
824, spread
824, out
824, her
825, hand
825, again,
825, and
825, made
825, another
825, snatch
825, in
825, the
825, air.
825, This
825, time
825, there
825, were
826, TWO
826, little
826, shrieks,
826, and
826, more
826, sounds
826, of
826, broken
826, glass.
826, 'What
826, a
826, number
826, of
827, cucumber-frames
827, there
827, must
827, be!'
827, thought
827, Alice.
827, 'I
827, wonder
827, what
827, they'll
827, do
828, next!
828, As
828, for
828, pulling
828, me
828, out
828, of
828, the
828, window,
828, I
828, only
828, wish
828, they
828, COULD!
828, I'm
829, sure
829, I
829, don't
829, want
829, to
829, stay
829, in
829, here
829, any
829, longer!'
830, 
831, She
831, waited
831, for
831, some
831, time
831, without
831, hearing
831, anything
831, more:
831, at
831, last
831, came
831, a
832, rumbling
832, of
832, little
832, cartwheels,
832, and
832, the
832, sound
832, of
832, a
832, good
832, many
832, voices
833, all
833, talking
833, together:
833, she
833, made
833, out
833, the
833, words:
833, 'Where's
833, the
833, other
834, ladder?--Why,
834, I
834, hadn't
834, to
834, bring
834, but
834, one;
834, Bill's
834, got
834, the
834, other--Bill!
835, fetch
835, it
835, here,
835, lad!--Here,
835, put
835, 'em
835, up
835, at
835, this
835, corner--No,
835, tie
835, 'em
836, together
836, first--they
836, don't
836, reach
836, half
836, high
836, enough
836, yet--Oh!
836, they'll
837, do
837, well
837, enough;
837, don't
837, be
837, particular--Here,
837, Bill!
837, catch
837, hold
837, of
837, this
838, rope--Will
838, the
838, roof
838, bear?--Mind
838, that
838, loose
838, slate--Oh,
838, it's
838, coming
839, down!
839, Heads
839, below!'
839, (a
839, loud
839, crash)--'Now,
839, who
839, did
839, that?--It
839, was
839, Bill,
839, I
840, fancy--Who's
840, to
840, go
840, down
840, the
840, chimney?--Nay,
840, I
840, shan't!
840, YOU
840, do
840, it!--That
840, I
841, won't,
841, then!--Bill's
841, to
841, go
841, down--Here,
841, Bill!
841, the
841, master
841, says
841, you're
841, to
842, go
842, down
842, the
842, chimney!'
843, 
844, 'Oh!
844, So
844, Bill's
844, got
844, to
844, come
844, down
844, the
844, chimney,
844, has
844, he?'
844, said
844, Alice
844, to
845, herself.
845, 'Shy,
845, they
845, seem
845, to
845, put
845, everything
845, upon
845, Bill!
845, I
845, wouldn't
845, be
845, in
846, Bill's
846, place
846, for
846, a
846, good
846, deal:
846, this
846, fireplace
846, is
846, narrow,
846, to
846, be
846, sure;
846, but
847, I
847, THINK
847, I
847, can
847, kick
847, a
847, little!'
848, 
849, She
849, drew
849, her
849, foot
849, as
849, far
849, down
849, the
849, chimney
849, as
849, she
849, could,
849, and
849, waited
850, till
850, she
850, heard
850, a
850, little
850, animal
850, (she
850, couldn't
850, guess
850, of
850, what
850, sort
850, it
850, was)
851, scratching
851, and
851, scrambling
851, about
851, in
851, the
851, chimney
851, close
851, above
851, her:
851, then,
852, saying
852, to
852, herself
852, 'This
852, is
852, Bill,'
852, she
852, gave
852, one
852, sharp
852, kick,
852, and
852, waited
852, to
853, see
853, what
853, would
853, happen
853, next.
854, 
855, The
855, first
855, thing
855, she
855, heard
855, was
855, a
855, general
855, chorus
855, of
855, 'There
855, goes
855, Bill!'
856, then
856, the
856, Rabbit's
856, voice
856, along--'Catch
856, him,
856, you
856, by
856, the
856, hedge!'
856, then
857, silence,
857, and
857, then
857, another
857, confusion
857, of
857, voices--'Hold
857, up
857, his
857, head--Brandy
858, now--Don't
858, choke
858, him--How
858, was
858, it,
858, old
858, fellow?
858, What
858, happened
858, to
858, you?
858, Tell
859, us
859, all
859, about
859, it!'
860, 
861, Last
861, came
861, a
861, little
861, feeble,
861, squeaking
861, voice,
861, ('That's
861, Bill,'
861, thought
862, Alice,)
862, 'Well,
862, I
862, hardly
862, know--No
862, more,
862, thank
862, ye;
862, I'm
862, better
862, now--but
862, I'm
863, a
863, deal
863, too
863, flustered
863, to
863, tell
863, you--all
863, I
863, know
863, is,
863, something
863, comes
863, at
863, me
864, like
864, a
864, Jack-in-the-box,
864, and
864, up
864, I
864, goes
864, like
864, a
864, sky-rocket!'
865, 
866, 'So
866, you
866, did,
866, old
866, fellow!'
866, said
866, the
866, others.
867, 
868, 'We
868, must
868, burn
868, the
868, house
868, down!'
868, said
868, the
868, Rabbit's
868, voice;
868, and
868, Alice
868, called
869, out
869, as
869, loud
869, as
869, she
869, could,
869, 'If
869, you
869, do.
869, I'll
869, set
869, Dinah
869, at
869, you!'
870, 
871, There
871, was
871, a
871, dead
871, silence
871, instantly,
871, and
871, Alice
871, thought
871, to
871, herself,
871, 'I
872, wonder
872, what
872, they
872, WILL
872, do
872, next!
872, If
872, they
872, had
872, any
872, sense,
872, they'd
872, take
872, the
873, roof
873, off.'
873, After
873, a
873, minute
873, or
873, two,
873, they
873, began
873, moving
873, about
873, again,
873, and
874, Alice
874, heard
874, the
874, Rabbit
874, say,
874, 'A
874, barrowful
874, will
874, do,
874, to
874, begin
874, with.'
875, 
876, 'A
876, barrowful
876, of
876, WHAT?'
876, thought
876, Alice;
876, but
876, she
876, had
876, not
876, long
876, to
876, doubt,
877, for
877, the
877, next
877, moment
877, a
877, shower
877, of
877, little
877, pebbles
877, came
877, rattling
877, in
877, at
877, the
878, window,
878, and
878, some
878, of
878, them
878, hit
878, her
878, in
878, the
878, face.
878, 'I'll
878, put
878, a
878, stop
878, to
878, this,'
879, she
879, said
879, to
879, herself,
879, and
879, shouted
879, out,
879, 'You'd
879, better
879, not
879, do
879, that
879, again!'
880, which
880, produced
880, another
880, dead
880, silence.
881, 
882, Alice
882, noticed
882, with
882, some
882, surprise
882, that
882, the
882, pebbles
882, were
882, all
882, turning
882, into
883, little
883, cakes
883, as
883, they
883, lay
883, on
883, the
883, floor,
883, and
883, a
883, bright
883, idea
883, came
883, into
883, her
884, head.
884, 'If
884, I
884, eat
884, one
884, of
884, these
884, cakes,'
884, she
884, thought,
884, 'it's
884, sure
884, to
884, make
885, SOME
885, change
885, in
885, my
885, size;
885, and
885, as
885, it
885, can't
885, possibly
885, make
885, me
885, larger,
885, it
885, must
886, make
886, me
886, smaller,
886, I
886, suppose.'
887, 
888, So
888, she
888, swallowed
888, one
888, of
888, the
888, cakes,
888, and
888, was
888, delighted
888, to
888, find
888, that
888, she
889, began
889, shrinking
889, directly.
889, As
889, soon
889, as
889, she
889, was
889, small
889, enough
889, to
889, get
889, through
890, the
890, door,
890, she
890, ran
890, out
890, of
890, the
890, house,
890, and
890, found
890, quite
890, a
890, crowd
890, of
890, little
891, animals
891, and
891, birds
891, waiting
891, outside.
891, The
891, poor
891, little
891, Lizard,
891, Bill,
891, was
892, in
892, the
892, middle,
892, being
892, held
892, up
892, by
892, two
892, guinea-pigs,
892, who
892, were
892, giving
892, it
893, something
893, out
893, of
893, a
893, bottle.
893, They
893, all
893, made
893, a
893, rush
893, at
893, Alice
893, the
893, moment
893, she
894, appeared;
894, but
894, she
894, ran
894, off
894, as
894, hard
894, as
894, she
894, could,
894, and
894, soon
894, found
894, herself
895, safe
895, in
895, a
895, thick
895, wood.
896, 
897, 'The
897, first
897, thing
897, I've
897, got
897, to
897, do,'
897, said
897, Alice
897, to
897, herself,
897, as
897, she
897, wandered
898, about
898, in
898, the
898, wood,
898, 'is
898, to
898, grow
898, to
898, my
898, right
898, size
898, again;
898, and
898, the
898, second
899, thing
899, is
899, to
899, find
899, my
899, way
899, into
899, that
899, lovely
899, garden.
899, I
899, think
899, that
899, will
899, be
900, the
900, best
900, plan.'
901, 
902, It
902, sounded
902, an
902, excellent
902, plan,
902, no
902, doubt,
902, and
902, very
902, neatly
902, and
902, simply
903, arranged;
903, the
903, only
903, difficulty
903, was,
903, that
903, she
903, had
903, not
903, the
903, smallest
903, idea
904, how
904, to
904, set
904, about
904, it;
904, and
904, while
904, she
904, was
904, peering
904, about
904, anxiously
904, among
905, the
905, trees,
905, a
905, little
905, sharp
905, bark
905, just
905, over
905, her
905, head
905, made
905, her
905, look
905, up
905, in
905, a
906, great
906, hurry.
907, 
908, An
908, enormous
908, puppy
908, was
908, looking
908, down
908, at
908, her
908, with
908, large
908, round
908, eyes,
908, and
909, feebly
909, stretching
909, out
909, one
909, paw,
909, trying
909, to
909, touch
909, her.
909, 'Poor
909, little
909, thing!'
910, said
910, Alice,
910, in
910, a
910, coaxing
910, tone,
910, and
910, she
910, tried
910, hard
910, to
910, whistle
910, to
910, it;
910, but
911, she
911, was
911, terribly
911, frightened
911, all
911, the
911, time
911, at
911, the
911, thought
911, that
911, it
911, might
911, be
912, hungry,
912, in
912, which
912, case
912, it
912, would
912, be
912, very
912, likely
912, to
912, eat
912, her
912, up
912, in
912, spite
912, of
913, all
913, her
913, coaxing.
914, 
915, Hardly
915, knowing
915, what
915, she
915, did,
915, she
915, picked
915, up
915, a
915, little
915, bit
915, of
915, stick,
915, and
916, held
916, it
916, out
916, to
916, the
916, puppy;
916, whereupon
916, the
916, puppy
916, jumped
916, into
916, the
916, air
916, off
917, all
917, its
917, feet
917, at
917, once,
917, with
917, a
917, yelp
917, of
917, delight,
917, and
917, rushed
917, at
917, the
917, stick,
918, and
918, made
918, believe
918, to
918, worry
918, it;
918, then
918, Alice
918, dodged
918, behind
918, a
918, great
918, thistle,
919, to
919, keep
919, herself
919, from
919, being
919, run
919, over;
919, and
919, the
919, moment
919, she
919, appeared
919, on
919, the
920, other
920, side,
920, the
920, puppy
920, made
920, another
920, rush
920, at
920, the
920, stick,
920, and
920, tumbled
920, head
921, over
921, heels
921, in
921, its
921, hurry
921, to
921, get
921, hold
921, of
921, it;
921, then
921, Alice,
921, thinking
921, it
921, was
922, very
922, like
922, having
922, a
922, game
922, of
922, play
922, with
922, a
922, cart-horse,
922, and
922, expecting
922, every
923, moment
923, to
923, be
923, trampled
923, under
923, its
923, feet,
923, ran
923, round
923, the
923, thistle
923, again;
923, then
924, the
924, puppy
924, began
924, a
924, series
924, of
924, short
924, charges
924, at
924, the
924, stick,
924, running
924, a
924, very
925, little
925, way
925, forwards
925, each
925, time
925, and
925, a
925, long
925, way
925, back,
925, and
925, barking
925, hoarsely
926, all
926, the
926, while,
926, till
926, at
926, last
926, it
926, sat
926, down
926, a
926, good
926, way
926, off,
926, panting,
926, with
927, its
927, tongue
927, hanging
927, out
927, of
927, its
927, mouth,
927, and
927, its
927, great
927, eyes
927, half
927, shut.
928, 
929, This
929, seemed
929, to
929, Alice
929, a
929, good
929, opportunity
929, for
929, making
929, her
929, escape;
929, so
929, she
930, set
930, off
930, at
930, once,
930, and
930, ran
930, till
930, she
930, was
930, quite
930, tired
930, and
930, out
930, of
930, breath,
930, and
931, till
931, the
931, puppy's
931, bark
931, sounded
931, quite
931, faint
931, in
931, the
931, distance.
932, 
933, 'And
933, yet
933, what
933, a
933, dear
933, little
933, puppy
933, it
933, was!'
933, said
933, Alice,
933, as
933, she
933, leant
934, against
934, a
934, buttercup
934, to
934, rest
934, herself,
934, and
934, fanned
934, herself
934, with
934, one
934, of
934, the
935, leaves:
935, 'I
935, should
935, have
935, liked
935, teaching
935, it
935, tricks
935, very
935, much,
935, if--if
935, I'd
936, only
936, been
936, the
936, right
936, size
936, to
936, do
936, it!
936, Oh
936, dear!
936, I'd
936, nearly
936, forgotten
936, that
937, I've
937, got
937, to
937, grow
937, up
937, again!
937, Let
937, me
937, see--how
937, IS
937, it
937, to
937, be
937, managed?
937, I
938, suppose
938, I
938, ought
938, to
938, eat
938, or
938, drink
938, something
938, or
938, other;
938, but
938, the
938, great
939, question
939, is,
939, what?'
940, 
941, The
941, great
941, question
941, certainly
941, was,
941, what?
941, Alice
941, looked
941, all
941, round
941, her
941, at
942, the
942, flowers
942, and
942, the
942, blades
942, of
942, grass,
942, but
942, she
942, did
942, not
942, see
942, anything
942, that
943, looked
943, like
943, the
943, right
943, thing
943, to
943, eat
943, or
943, drink
943, under
943, the
943, circumstances.
944, There
944, was
944, a
944, large
944, mushroom
944, growing
944, near
944, her,
944, about
944, the
944, same
944, height
944, as
945, herself;
945, and
945, when
945, she
945, had
945, looked
945, under
945, it,
945, and
945, on
945, both
945, sides
945, of
945, it,
945, and
946, behind
946, it,
946, it
946, occurred
946, to
946, her
946, that
946, she
946, might
946, as
946, well
946, look
946, and
946, see
946, what
947, was
947, on
947, the
947, top
947, of
947, it.
948, 
949, She
949, stretched
949, herself
949, up
949, on
949, tiptoe,
949, and
949, peeped
949, over
949, the
949, edge
949, of
949, the
950, mushroom,
950, and
950, her
950, eyes
950, immediately
950, met
950, those
950, of
950, a
950, large
950, caterpillar,
951, that
951, was
951, sitting
951, on
951, the
951, top
951, with
951, its
951, arms
951, folded,
951, quietly
951, smoking
951, a
951, long
952, hookah,
952, and
952, taking
952, not
952, the
952, smallest
952, notice
952, of
952, her
952, or
952, of
952, anything
952, else.
953, 
954, 
955, 
956, 
957, CHAPTER
957, V.
957, Advice
957, from
957, a
957, Caterpillar
958, 
959, The
959, Caterpillar
959, and
959, Alice
959, looked
959, at
959, each
959, other
959, for
959, some
959, time
959, in
959, silence:
960, at
960, last
960, the
960, Caterpillar
960, took
960, the
960, hookah
960, out
960, of
960, its
960, mouth,
960, and
960, addressed
961, her
961, in
961, a
961, languid,
961, sleepy
961, voice.
962, 
963, 'Who
963, are
963, YOU?'
963, said
963, the
963, Caterpillar.
964, 
965, This
965, was
965, not
965, an
965, encouraging
965, opening
965, for
965, a
965, conversation.
965, Alice
965, replied,
966, rather
966, shyly,
966, 'I--I
966, hardly
966, know,
966, sir,
966, just
966, at
966, present--at
966, least
966, I
966, know
967, who
967, I
967, WAS
967, when
967, I
967, got
967, up
967, this
967, morning,
967, but
967, I
967, think
967, I
967, must
967, have
967, been
968, changed
968, several
968, times
968, since
968, then.'
969, 
970, 'What
970, do
970, you
970, mean
970, by
970, that?'
970, said
970, the
970, Caterpillar
970, sternly.
970, 'Explain
971, yourself!'
972, 
973, 'I
973, can't
973, explain
973, MYSELF,
973, I'm
973, afraid,
973, sir'
973, said
973, Alice,
973, 'because
973, I'm
973, not
974, myself,
974, you
974, see.'
975, 
976, 'I
976, don't
976, see,'
976, said
976, the
976, Caterpillar.
977, 
978, 'I'm
978, afraid
978, I
978, can't
978, put
978, it
978, more
978, clearly,'
978, Alice
978, replied
978, very
978, politely,
979, 'for
979, I
979, can't
979, understand
979, it
979, myself
979, to
979, begin
979, with;
979, and
979, being
979, so
979, many
980, different
980, sizes
980, in
980, a
980, day
980, is
980, very
980, confusing.'
981, 
982, 'It
982, isn't,'
982, said
982, the
